listener_id,artist_id
768-77-3398,ARD88QA119B3403A02
498-94-7590,ARIHI8H1187B9B0058
956-80-9393,ARHO1WI1187B98CB84
144-05-0606,ARWI6LR1187FB46E9F
107-29-9914,ARUWB5W1187B98D7A1
981-98-1275,ARR9XHK1187FB3894D
130-46-0151,AR82DJK1187B991107
349-61-0674,ARIUQZL1187FB4303B
641-83-2700,ARQ05GM1187B990512
333-53-4885,ARBD4QW1187FB42153
959-19-4842,AR8QW7Y119B866993A
973-98-5971,ARJAVK71187B989FEF
193-34-7537,AR0S7TA1187FB4D024
521-84-8972,ARVD9M11187FB49291
896-14-9390,ARV1ALU1187FB4D77E
890-53-4004,ARVZPW91187FB4D73C
173-21-8272,ART70HI1187B9A37BC
870-04-6203,ARCICZN11EB9C810B3
902-10-2766,ARW9QSZ1187FB4B93E
741-18-2246,AR633SY1187B9AC3B9
985-22-4173,ARDQO721187FB3C6D9
829-25-3452,ARUF71J1187FB511C1
637-78-3421,AREP8KM1187B9A3A7B
571-72-0962,ARD88QA119B3403A02
664-70-7402,ARQXAUH1187B9BA010
110-56-7213,ARLH4CH11C8A4173EC
698-70-5883,ARRHVVL1187B991E41
640-10-7368,ARCEOW71187B9A5A71
547-35-7959,ARHBYTA1187FB3C812
431-46-4955,ARX0IEI1187FB4FF4B
677-12-6097,ARHEQ501187FB4F898
927-38-4406,AR19GQN1187FB3ACF5
565-75-3877,ARIPLUN1187B99B9F9
906-08-0521,ARM9Q581187B98E984
812-64-9942,AR3752L1187FB4B67E
632-13-3051,ARR8AIK1187B9A0BCE
469-55-8922,ARIFTCD11F4C84086D
961-48-1484,AR6BIWA1187B9ABAE8
433-57-2765,ARYWU5F1187B9A77BE
934-71-8329,AR37ILI1187B98E27B
817-15-1014,ARPKATM1187B9B76E6
811-65-3447,ARFZSPU1187B9B5BA9
603-76-4836,AREPD8D1187FB3F5BC
414-47-9959,AR93D4D1187FB3ACAD
568-18-2119,AR858UO1187FB437B4
776-11-5190,ARF2EHS1187B994F4E
991-14-3332,AROF4LP1187FB41C51
636-56-0416,AR8LMZM1187B9A8160
555-59-0063,AREUYDJ1187B9BA040
805-05-8107,ARCP8YG1187B997D72
227-98-2491,ARP07GD1187B9B9DA4
600-84-2216,ARQ76LG1187B9ACD84
396-05-3601,ARA373P1187B9A74C7
241-29-4240,ARBZHTB1187FB3A725
158-90-1695,AR82GTS1187FB5662F
859-05-3810,AR2EHC11187B9AD895
921-22-3566,ARCT5P61187FB3D950
716-87-3112,AR0WLH6119B8669027
584-57-1379,ARDK5LC1187B9AB681
693-72-5804,AR5BLB01187FB57E99
381-52-4450,ARGAWJY11F50C50904
879-58-0000,ARSYOWS1187FB41157
321-64-4370,AR97EHA1187B98AD5F
904-19-3331,ARLZ2LD1187B9B17FD
287-06-1451,ARGWFMR1187B98D0E7
341-87-9349,ARMT23H1187B995083
831-49-9093,ARV6QHT1187FB5537A
835-42-2227,ARXY0SI1187B9B3064
683-21-2773,ARNDBEM1187B9A2918
193-60-9884,ARDNW1B1187FB4ABBB
238-73-0331,AR5JR4O1187FB35F58
491-76-7145,ARYKXSD1187B9A4DAD
831-34-9338,ARABTW91187FB3A73B
713-30-1953,ARIPQAE11F4C83B78A
559-11-7395,ARUDPRC1257509BA98
263-62-2346,ARJAZLO11F4C83B642
330-30-8206,ARSKSFC1264D0E32F8
626-77-7011,ARMD0G81187B99A519
342-73-6521,ARZCXO91187FB53708
782-90-3640,AR1LQNB1187B9A6AE5
128-70-0747,ARVAWTX1187B9A9990
789-56-0324,ARKXLIJ1187B9A4C54
849-18-5124,AROBERX1187B9B437A
606-07-5129,AREDW1C1187B9ACAC2
132-19-3594,AR6PJ8R1187FB5AD70
734-54-8344,ARAHQDS1187FB55275
137-87-7497,AR43KFF1187B9B74B1
849-53-5306,AR21YNH1187FB49649
848-48-6190,AR72THZ1187B9974EF
549-10-5604,ARA3I0J1187FB57869
295-23-8594,AROF4LP1187FB41C51
788-48-5780,ARXOKNT1187B9AA521
919-98-9535,ARMD0G81187B99A519
769-95-1588,ARA0YAE1187B9B1D16
748-88-1048,AR4CH531187FB4EA21
476-77-3987,ARPGPI81187B98AEEA
207-17-4539,AR1KMPF1187B99AA98
962-80-9270,ARJIWJH1187FB3F6B9
705-31-5236,ARK82DC1187B9A1FEB
773-92-7241,ARECPYG11C8A42B5BF
325-37-3173,AR0CDSK1187FB52ED6
480-68-7765,AR0NKFJ1187B9AF1FF
984-68-4504,ARGEKDX1187FB3A5BF
178-49-7195,ARSTSEH121318C5B01
425-95-3545,ARCP8YG1187B997D72
620-45-1527,ARFFDZU1187FB50682
280-91-5333,ARFZNR41187B990AF7
573-74-8507,ARZ05QG1187FB3843E
946-63-1841,AR0693R1187FB59D32
548-96-0771,ARBON001187B99BAD8
861-96-4117,AR4PZLK1187B999B4E
890-69-4334,ARQDWBG1187B9891D7
643-06-4488,AR0AVIB1187FB37D01
761-50-4937,ARIXCFZ1187B991009
989-03-8502,ARV3CRH1187B9A1B21
758-50-2591,ARN03F71187FB4E3F4
104-68-1361,ARTB5PP1187FB523B7
896-90-2903,ARO32TC1187FB39461
428-74-2320,AR6GJDZ1187B991E46
228-51-3772,ARZDUML1187B9AD101
348-10-4520,ARIW1BH1187FB4C94A
265-36-7242,AR0DSOO1187B9B855E
220-20-2813,AR6AGJV1187FB504BA
188-93-8834,ARSW5F51187FB4CFC9
673-69-4047,ARD0FN11187B9B25CD
318-94-3415,ARXGWNG1187FB503A5
416-65-7568,ARF9EI11187B9AB66C
908-72-1392,AR3752L1187FB4B67E
157-99-9239,ARQATWU1187B98EE26
875-87-9533,ARORSBT11F50C4A96B
522-82-2723,ARKLA8V1187B999B68
485-46-2014,ARTE9CG1187B99B1AF
454-83-2068,ARNUPIM11F4C83BD4D
309-72-9183,ARO7FES1187B9A59BE
718-52-1678,AR9KWJK1187FB4A531
637-52-9935,ARBPXW61187B99D5D9
650-70-5070,AR6892W1187B9AC71B
308-00-6672,ART5MUE1187B98C961
449-77-5544,ARPNDSH1187B9B942F
215-17-6222,AR0WXWU1187B9AB33F
906-77-7843,ARHUQUF1187FB382E6
663-30-3345,ARBXBQR1187FB56FA5
759-25-9021,ARPOPBQ11F4C83D36D
938-80-7047,AREKO1L1187B997EFE
313-35-0693,AREGV3K1187B9AF614
115-06-0722,AR8S3OI1187B9B92E4
688-50-1311,ARXP9GE1187FB3ED0E
466-26-8724,ARO0QD41187FB3AB0A
467-12-4190,ARQAXT91187B99103A
687-88-1369,ARNUFGE1187B9B7881
706-88-5733,ARITKAJ122BCFCA169
151-21-6992,ARYV1OT1187B9B4C8E
320-49-4807,ARGOLWM1187B98CEDE
521-81-7853,AR8WHEJ1187B98CDCA
783-20-6782,ARF0COO1187B99B9EF
956-81-0221,ARC1CJB1187B99FCA4
700-03-7903,ARCZ42S1187B98C0D7
509-45-4262,AR95QS71187FB3F49A
622-34-1511,ARIWB161187B9AA1D5
428-19-1688,ARVUN5F1187FB4CCC7
101-96-5693,AR7BMMV1187FB5B2D7
324-19-3833,ARC28SN1187B989049
677-63-4474,ARUSOMY1187FB4D3B4
128-19-8349,ARS6HDE1187B99CA29
151-51-7390,ARXPE571187FB4AFD0
223-63-3989,ARYSHL01187B9AAEC7
214-32-7221,AR6F6I21187FB5A3AA
131-29-7940,ARBUHDB1187FB3E72C
576-90-2746,ARARFT81187FB41EEA
604-30-5336,ARA3VJJ1187FB3F5A6
290-86-1975,AR6C6VO1187FB4E267
437-86-8541,ARYVO9V1187B9B1FC6
810-27-8389,ARWA8AH1187FB3FC84
737-15-8558,AR9JNFU1187B9B9868
663-12-2134,AR1DR0E1187FB48F61
577-23-5449,ARSF0K11187B9AF319
960-11-7395,ARFY8NV1187B9B1961
533-06-5771,ARHI20L1187FB4C997
910-07-1473,ARZY28S1187FB40BAB
661-00-1674,ARNR58F1187FB52FA9
968-09-4360,AR202MX1187B9B0383
141-31-0797,ARDAONS11F4C844929
797-31-0773,AROLZEM1187B9A805E
200-17-3082,ARJGIOD1187B9AE920
611-64-4212,AR05VW21187FB407B4
455-03-4644,AR64N1H1187B996199
381-96-3529,AR6Y8JF1187B9BA1D5
802-99-2702,ARGMXQW1187FB54C34
230-78-6125,ARMSW7X1187FB5B504
740-45-9152,AR180PG1187B997BAE
436-90-8398,ARNJVSL1187B99AFD4
338-32-9806,ARVWNTI1269FB34C59
818-22-0899,AR9YWMS1187FB43A34
901-00-6424,ARP9QX11187FB50EEB
876-08-4564,ARSVRVA1187B99228A
287-03-7097,AR1GNFR1187B9AD1FD
766-17-1892,ARZU9NI1187B9AEE08
168-13-5215,AR22KLC1187B98E812
939-61-4304,AROVSYC119B3403921
520-30-2621,ARUGX5X1187FB468C4
180-16-0365,ARA7WV51187FB532B0
217-29-2487,AR16T2D1187B98ABF4
117-90-5379,ARWDP431187FB56492
394-42-6151,ARFY8NV1187B9B1961
965-72-7488,AR0XSOO1187B9B9E88
604-28-5886,ARHZCG01187B99E4DE
676-37-4703,AR1LQNB1187B9A6AE5
594-83-5066,ARI8GY11187B988DF4
434-21-0697,ARE0OLY1187B9AD19F
151-42-6086,ARW1MUW1187FB4D5A1
791-55-1723,ARWQ2DR1187B98FF28
834-67-3434,ARY02GH1187B99B223
649-08-3638,AR6CLFP1187B9ACB94
